subject_id,session_id,run_id,task,median,scale,n_brain_voxels,source_volume_path
ICC191,1,001,videos,264.40765380859375,178.5106285095215,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC191/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC191_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC191,1,002,videos,262.3252258300781,181.415779876709,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC191/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC191_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
ICC191A,1,001,videos,445.0653991699219,178.45587310791007,113172,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC191A/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC191A_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC191A,1,003,videos,447.7734680175781,176.22088928222638,113172,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC191A/_referencetype_standard/_run_003_session_1_task_name_videos/sub-ICC191A_ses-1_task-videos_dir-AP_run-003_bold_mcf_corrected_flirt.nii.gz
ICC193,1,001,videos,304.8499755859375,171.41650009155273,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC193/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC193_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC193,1,002,videos,308.6080017089844,171.98692474365234,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC193/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC193_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
ICC195,1,001,videos,275.90234375,158.61125106811522,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC195/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC195_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC183A,1,001,rest10,450.1932678222656,144.18374633789062,113172,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC183A/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC183A_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC185,2,001,rest10,275.44696044921875,168.36822586059571,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC185/_referencetype_standard/_run_001_session_2_task_name_rest10/sub-ICC185_ses-2_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC193A,1,001,videos,450.98211669921875,195.97772216796875,113172,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC193A/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC193A_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC193A,1,002,videos,445.2287292480469,186.6202392578125,113172,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC193A/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC193A_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
ICC187,1,001,rest10,269.3253479003906,152.25204544067384,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC187/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC187_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC195,1,002,videos,270.0447998046875,196.2263282775878,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC195/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC195_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
ICC199,1,001,videos,285.6757507324219,189.3097396850585,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC199/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC199_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC197,2,001,videos,233.54776000976562,156.92577095031737,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC197/_referencetype_standard/_run_001_session_2_task_name_videos/sub-ICC197_ses-2_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC189,1,001,rest10,242.5543975830078,161.3088691711426,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC189/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC189_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC201A,1,001,rest10,392.89007568359375,181.71678466796868,113172,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC201A/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC201A_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC197,1,001,videos,239.63833618164062,146.03575134277344,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC197/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC197_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC203,1,002,videos,245.69973754882812,159.7080841064453,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC203/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC203_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
ICC191,1,001,rest10,264.25592041015625,157.85394363403321,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC191/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC191_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC201,1,001,videos,266.48028564453125,153.7408447265625,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC201/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC201_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC199,1,002,videos,280.2354431152344,163.02330856323243,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC199/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC199_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
ICC193,1,001,rest10,309.7109069824219,182.9265899658203,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC193/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC193_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC191A,1,001,rest10,452.2305908203125,174.01528930664062,113172,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC191A/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC191A_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC201,1,002,videos,266.9327392578125,150.95610885620118,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC201/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC201_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
ICC205,1,001,videos,252.1787109375,132.7743324279785,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC205/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC205_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC193A,1,001,rest10,444.253173828125,173.65640258789062,113172,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC193A/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC193A_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC203,1,001,videos,239.06466674804688,131.0836654663086,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC203/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC203_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC205,1,002,videos,253.6344757080078,116.35328140258781,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC205/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC205_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
ICC201A,1,001,videos,391.5818786621094,191.2485061645508,113172,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC201A/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC201A_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC195,1,001,rest10,275.1673278808594,166.22897338867188,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC195/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC195_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC213,2,002,videos,258.24932861328125,164.98866958618163,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC213/_referencetype_standard/_run_002_session_2_task_name_videos/sub-ICC213_ses-2_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
ICC205,2,001,videos,257.6726989746094,117.43549423217775,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC205/_referencetype_standard/_run_001_session_2_task_name_videos/sub-ICC205_ses-2_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC217,1,001,videos,297.3582763671875,201.47505722045898,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC217/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC217_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC207,1,002,videos,269.51239013671875,155.16670303344728,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC207/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC207_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
ICC207,1,001,videos,273.32012939453125,149.83790740966796,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC207/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC207_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC205A,1,001,videos,402.1918029785156,155.52487182617188,113172,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC205A/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC205A_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC211,1,001,videos,269.3479309082031,191.57492904663087,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC211/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC211_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC211,2,001,videos,244.9779510498047,124.29291610717775,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC211/_referencetype_standard/_run_001_session_2_task_name_videos/sub-ICC211_ses-2_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC213,1,001,videos,261.6975402832031,170.6903160095215,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC213/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC213_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC217,1,002,videos,303.3583679199219,228.639751434326,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC217/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC217_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
ICC213,1,002,videos,259.6665344238281,180.5440155029296,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC213/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC213_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
ICC217,1,003,videos,264.7817687988281,139.63590316772462,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC217/_referencetype_standard/_run_003_session_1_task_name_videos/sub-ICC217_ses-1_task-videos_dir-AP_run-003_bold_mcf_corrected_flirt.nii.gz
ICC203,1,001,rest10,258.96112060546875,166.00103759765625,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC203/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC203_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC197,1,001,rest10,238.87631225585938,134.94189605712882,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC197/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC197_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC201,2,001,rest10,263.68011474609375,141.07626419067384,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC201/_referencetype_standard/_run_001_session_2_task_name_rest10/sub-ICC201_ses-2_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC221,1,002,videos,260.8365783691406,144.20558319091788,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC221/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC221_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
ICC221,1,001,videos,267.1084289550781,153.40463256835938,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC221/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC221_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC205,1,001,rest10,251.66644287109375,118.48292617797853,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC205/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC205_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC227,1,002,videos,294.2626953125,193.62309875488273,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC227/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC227_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
ICC223,1,001,videos,258.617431640625,179.37058334350587,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC223/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC223_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC205A,1,001,rest10,399.932373046875,150.75405883789062,113172,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC205A/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC205A_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC207,1,001,rest10,273.47796630859375,151.81753540039062,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC207/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC207_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC225,1,001,videos,287.9181823730469,167.62786178588868,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC225/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC225_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC223,1,002,videos,264.84539794921875,177.74428405761708,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC223/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC223_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
ICC225,2,001,videos,290.25128173828125,184.56665191650382,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC225/_referencetype_standard/_run_001_session_2_task_name_videos/sub-ICC225_ses-2_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC217,1,001,rest10,264.62872314453125,140.59446868896484,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC217/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC217_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC225,1,002,videos,287.9720764160156,175.90326080322265,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC225/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC225_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
ICC213,1,001,rest10,260.6461181640625,175.70739822387696,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC213/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC213_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC235,1,002,videos,303.9819641113281,218.80235290527344,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC235/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC235_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
ICC225,1,003,videos,287.57550048828125,176.051081085205,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC225/_referencetype_standard/_run_003_session_1_task_name_videos/sub-ICC225_ses-1_task-videos_dir-AP_run-003_bold_mcf_corrected_flirt.nii.gz
ICC227,1,001,videos,295.2925720214844,192.62712936401368,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC227/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC227_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC227,2,001,videos,285.5764465332031,162.85904769897462,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC227/_referencetype_standard/_run_001_session_2_task_name_videos/sub-ICC227_ses-2_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC229,1,003,videos,288.8498229980469,171.68560104370118,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC229/_referencetype_standard/_run_003_session_1_task_name_videos/sub-ICC229_ses-1_task-videos_dir-AP_run-003_bold_mcf_corrected_flirt.nii.gz
ICC229,1,001,videos,285.4537658691406,159.01928024291993,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC229/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC229_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC211,2,001,rest10,246.82728576660156,119.3582763671875,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC211/_referencetype_standard/_run_001_session_2_task_name_rest10/sub-ICC211_ses-2_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC235,1,001,videos,303.27313232421875,218.76034622192375,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC235/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC235_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC221,1,001,rest10,267.1959533691406,152.3044288635254,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC221/_referencetype_standard/_run_001_session_1_task_name_rest10/sub-ICC221_ses-1_task-rest10_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC23,1,001,videos,274.2442626953125,180.72650985717775,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC23/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC23_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC229,1,002,videos,293.73126220703125,191.78892517089844,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC229/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC229_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
ICC239A,1,002,videos,400.745849609375,204.6191635131836,113172,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC239A/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC239A_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
ICC239,1,001,videos,283.0552978515625,187.17530136108397,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC239/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC239_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz
ICC23,1,002,videos,273.836669921875,172.27476654052725,107146,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/faizan_motion_correction_dataset/brain_masked_cropped_hfiltered_normalized_to_common_space/_subject_id_ICC23/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC23_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz
