n_chunks,unique_shapes,most_common_shape,shape_inconsistent,unique_voxsizes,most_common_vox,shape_counts
28041,1,"(97, 116, 79, 20)",False,1,"[2.0, 2.0, 2.0]","{'(97, 116, 79, 20)': 18210}"
