subject,session,run,order_label,segment_num,n_orders_in_run,skip,short_segment,t_r,n_volumes,first_video_onset,first_video_name,scan_start_idx,scan_end_idx,n_frames,bold_path,events_path,json_path
ICC103,1,1,F,1.0,2,False,False,0.61,485.0,4.52553110000008,dog,7.0,241.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC103/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC103_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103/ses-1/func/sub-ICC103_ses-1_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103/ses-1/func/sub-ICC103_ses-1_task-videos_dir-AP_run-001_bold.json
ICC103,1,1,D,2.0,2,False,False,0.61,485.0,146.6661982000005,moana,240.0,474.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC103/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC103_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103/ses-1/func/sub-ICC103_ses-1_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103/ses-1/func/sub-ICC103_ses-1_task-videos_dir-AP_run-001_bold.json
ICC103,2,1,F,1.0,2,False,False,0.61,485.0,4.822804999999789,dog,8.0,242.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC103/_referencetype_standard/_run_001_session_2_task_name_videos/sub-ICC103_ses-2_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103/ses-2/func/sub-ICC103_ses-2_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103/ses-2/func/sub-ICC103_ses-2_task-videos_dir-AP_run-001_bold.json
ICC103,2,1,B,2.0,2,False,False,0.61,485.0,146.6956740000005,bathsong,240.0,474.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC103/_referencetype_standard/_run_001_session_2_task_name_videos/sub-ICC103_ses-2_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103/ses-2/func/sub-ICC103_ses-2_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103/ses-2/func/sub-ICC103_ses-2_task-videos_dir-AP_run-001_bold.json
ICC103,1,2,F,1.0,2,False,False,0.61,485.0,3.0269929000005504,dog,5.0,239.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC103/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC103_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103/ses-1/func/sub-ICC103_ses-1_task-videos_dir-AP_run-002_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103/ses-1/func/sub-ICC103_ses-1_task-videos_dir-AP_run-002_bold.json
ICC103,1,2,D,2.0,2,False,False,0.61,485.0,143.35969540000042,moana,235.0,469.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC103/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC103_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103/ses-1/func/sub-ICC103_ses-1_task-videos_dir-AP_run-002_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103/ses-1/func/sub-ICC103_ses-1_task-videos_dir-AP_run-002_bold.json
ICC103,2,2,F,1.0,2,False,False,0.61,485.0,3.111434200000076,dog,5.0,239.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC103/_referencetype_standard/_run_002_session_2_task_name_videos/sub-ICC103_ses-2_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103/ses-2/func/sub-ICC103_ses-2_task-videos_dir-AP_run-002_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103/ses-2/func/sub-ICC103_ses-2_task-videos_dir-AP_run-002_bold.json
ICC103,2,2,B,2.0,2,False,False,0.61,485.0,144.39543029999913,bathsong,237.0,471.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC103/_referencetype_standard/_run_002_session_2_task_name_videos/sub-ICC103_ses-2_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103/ses-2/func/sub-ICC103_ses-2_task-videos_dir-AP_run-002_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103/ses-2/func/sub-ICC103_ses-2_task-videos_dir-AP_run-002_bold.json
ICC103A,1,1,F,1.0,2,False,False,0.61,485.0,8.879151100001764,dog,15.0,249.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC103A/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC103A_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103A/ses-1/func/sub-ICC103A_ses-1_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103A/ses-1/func/sub-ICC103A_ses-1_task-videos_dir-AP_run-001_bold.json
ICC103A,1,1,D,2.0,2,False,False,0.61,485.0,149.83558710000943,moana,246.0,480.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC103A/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC103A_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103A/ses-1/func/sub-ICC103A_ses-1_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103A/ses-1/func/sub-ICC103A_ses-1_task-videos_dir-AP_run-001_bold.json
ICC103A,1,2,F,1.0,2,False,False,0.61,485.0,4.821166199981235,dog,8.0,242.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC103A/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC103A_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103A/ses-1/func/sub-ICC103A_ses-1_task-videos_dir-AP_run-002_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103A/ses-1/func/sub-ICC103A_ses-1_task-videos_dir-AP_run-002_bold.json
ICC103A,1,2,D,2.0,2,False,False,0.61,485.0,145.32553859998006,moana,238.0,472.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC103A/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC103A_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103A/ses-1/func/sub-ICC103A_ses-1_task-videos_dir-AP_run-002_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC103A/ses-1/func/sub-ICC103A_ses-1_task-videos_dir-AP_run-002_bold.json
ICC105,1,1,D,1.0,2,False,False,0.61,485.0,3.896834300016053,moana,6.0,240.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC105/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC105_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-1/func/sub-ICC105_ses-1_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-1/func/sub-ICC105_ses-1_task-videos_dir-AP_run-001_bold.json
ICC105,1,1,E,2.0,2,False,False,0.61,485.0,144.85645720001776,forest,237.0,471.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC105/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC105_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-1/func/sub-ICC105_ses-1_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-1/func/sub-ICC105_ses-1_task-videos_dir-AP_run-001_bold.json
ICC105,2,1,D,1.0,2,False,False,0.61,485.0,4.842510999995284,moana,8.0,242.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC105/_referencetype_standard/_run_001_session_2_task_name_videos/sub-ICC105_ses-2_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-2/func/sub-ICC105_ses-2_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-2/func/sub-ICC105_ses-2_task-videos_dir-AP_run-001_bold.json
ICC105,2,1,E,2.0,2,False,False,0.61,485.0,145.07791029999498,forest,238.0,472.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC105/_referencetype_standard/_run_001_session_2_task_name_videos/sub-ICC105_ses-2_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-2/func/sub-ICC105_ses-2_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-2/func/sub-ICC105_ses-2_task-videos_dir-AP_run-001_bold.json
ICC105,1,2,D,1.0,2,False,False,0.61,485.0,3.187223199987784,moana,5.0,239.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC105/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC105_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-1/func/sub-ICC105_ses-1_task-videos_dir-AP_run-002_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-1/func/sub-ICC105_ses-1_task-videos_dir-AP_run-002_bold.json
ICC105,1,2,E,2.0,2,False,False,0.61,485.0,143.39173360005952,forest,235.0,469.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC105/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC105_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-1/func/sub-ICC105_ses-1_task-videos_dir-AP_run-002_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105/ses-1/func/sub-ICC105_ses-1_task-videos_dir-AP_run-002_bold.json
ICC105A,1,1,D,1.0,2,False,False,0.61,485.0,3.947023600107059,moana,6.0,240.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC105A/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC105A_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-videos_dir-AP_run-001_bold.json
ICC105A,1,1,E,2.0,2,False,False,0.61,485.0,145.2476280000992,forest,238.0,472.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC105A/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC105A_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-videos_dir-AP_run-001_bold.json
ICC105A,1,2,D,1.0,1,False,False,0.61,286.0,3.2260585001204163,moana,5.0,239.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC105A/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC105A_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-videos_dir-AP_run-002_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-videos_dir-AP_run-002_bold.json
ICC105A,1,2,E,2.0,1,False,True,0.61,286.0,143.77087230002508,forest,236.0,286.0,50.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC105A/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC105A_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-videos_dir-AP_run-002_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC105A/ses-1/func/sub-ICC105A_ses-1_task-videos_dir-AP_run-002_bold.json
ICC107,1,1,B,1.0,2,False,False,0.61,485.0,3.1179575999999543,bathsong,5.0,239.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC107/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC107_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC107/ses-1/func/sub-ICC107_ses-1_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC107/ses-1/func/sub-ICC107_ses-1_task-videos_dir-AP_run-001_bold.json
ICC107,1,1,A,2.0,2,False,False,0.61,485.0,145.3477292,minions_supermarket,238.0,472.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC107/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC107_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC107/ses-1/func/sub-ICC107_ses-1_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC107/ses-1/func/sub-ICC107_ses-1_task-videos_dir-AP_run-001_bold.json
ICC107,1,2,B,1.0,2,False,False,0.61,485.0,8.908589099999972,bathsong,15.0,249.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC107/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC107_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC107/ses-1/func/sub-ICC107_ses-1_task-videos_dir-AP_run-002_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC107/ses-1/func/sub-ICC107_ses-1_task-videos_dir-AP_run-002_bold.json
ICC107,1,2,A,2.0,2,False,False,0.61,485.0,151.22725119999996,minions_supermarket,248.0,482.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC107/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC107_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC107/ses-1/func/sub-ICC107_ses-1_task-videos_dir-AP_run-002_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC107/ses-1/func/sub-ICC107_ses-1_task-videos_dir-AP_run-002_bold.json
ICC107A,1,1,D,1.0,2,False,False,0.61,485.0,4.645642999996198,moana,8.0,242.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC107A/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC107A_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC107A/ses-1/func/sub-ICC107A_ses-1_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC107A/ses-1/func/sub-ICC107A_ses-1_task-videos_dir-AP_run-001_bold.json
ICC107A,1,1,A,2.0,2,False,False,0.61,485.0,145.59818189998623,minions_supermarket,239.0,473.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC107A/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC107A_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC107A/ses-1/func/sub-ICC107A_ses-1_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC107A/ses-1/func/sub-ICC107A_ses-1_task-videos_dir-AP_run-001_bold.json
ICC111,1,1,B,1.0,2,False,False,0.61,485.0,4.626134499907494,bathsong,8.0,242.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC111/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC111_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC111/ses-1/func/sub-ICC111_ses-1_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC111/ses-1/func/sub-ICC111_ses-1_task-videos_dir-AP_run-001_bold.json
ICC111,1,1,F,2.0,2,False,False,0.61,485.0,144.94002200011164,dog,238.0,472.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC111/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC111_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC111/ses-1/func/sub-ICC111_ses-1_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC111/ses-1/func/sub-ICC111_ses-1_task-videos_dir-AP_run-001_bold.json
ICC111,1,3,B,1.0,2,False,False,0.61,485.0,4.568149700062349,bathsong,7.0,241.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC111/_referencetype_standard/_run_003_session_1_task_name_videos/sub-ICC111_ses-1_task-videos_dir-AP_run-003_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC111/ses-1/func/sub-ICC111_ses-1_task-videos_dir-AP_run-003_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC111/ses-1/func/sub-ICC111_ses-1_task-videos_dir-AP_run-003_bold.json
ICC111,1,3,F,2.0,2,False,False,0.61,485.0,150.86269299988635,dog,247.0,481.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC111/_referencetype_standard/_run_003_session_1_task_name_videos/sub-ICC111_ses-1_task-videos_dir-AP_run-003_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC111/ses-1/func/sub-ICC111_ses-1_task-videos_dir-AP_run-003_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC111/ses-1/func/sub-ICC111_ses-1_task-videos_dir-AP_run-003_bold.json
ICC111A,1,1,B,1.0,2,False,False,0.61,485.0,3.1171758000273257,bathsong,5.0,239.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC111A/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC111A_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC111A/ses-1/func/sub-ICC111A_ses-1_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC111A/ses-1/func/sub-ICC111A_ses-1_task-videos_dir-AP_run-001_bold.json
ICC111A,1,1,F,2.0,2,False,False,0.61,485.0,143.20226950012147,dog,235.0,469.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC111A/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC111A_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC111A/ses-1/func/sub-ICC111A_ses-1_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC111A/ses-1/func/sub-ICC111A_ses-1_task-videos_dir-AP_run-001_bold.json
ICC111A,1,2,B,1.0,1,False,False,0.61,245.0,3.1264088000170887,bathsong,5.0,239.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC111A/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC111A_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC111A/ses-1/func/sub-ICC111A_ses-1_task-videos_dir-AP_run-002_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC111A/ses-1/func/sub-ICC111A_ses-1_task-videos_dir-AP_run-002_bold.json
ICC111A,1,2,F,2.0,1,False,True,0.61,245.0,143.0468405999709,dog,235.0,245.0,10.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC111A/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC111A_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC111A/ses-1/func/sub-ICC111A_ses-1_task-videos_dir-AP_run-002_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC111A/ses-1/func/sub-ICC111A_ses-1_task-videos_dir-AP_run-002_bold.json
ICC113,1,1,B,1.0,2,False,False,0.61,485.0,3.9116370999254286,bathsong,6.0,240.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC113/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC113_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC113/ses-1/func/sub-ICC113_ses-1_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC113/ses-1/func/sub-ICC113_ses-1_task-videos_dir-AP_run-001_bold.json
ICC113,1,1,D,2.0,2,False,False,0.61,485.0,146.21210289979354,moana,240.0,474.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC113/_referencetype_standard/_run_001_session_1_task_name_videos/sub-ICC113_ses-1_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC113/ses-1/func/sub-ICC113_ses-1_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC113/ses-1/func/sub-ICC113_ses-1_task-videos_dir-AP_run-001_bold.json
ICC113,2,1,B,1.0,2,False,False,0.61,485.0,4.818397599970922,bathsong,8.0,242.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC113/_referencetype_standard/_run_001_session_2_task_name_videos/sub-ICC113_ses-2_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC113/ses-2/func/sub-ICC113_ses-2_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC113/ses-2/func/sub-ICC113_ses-2_task-videos_dir-AP_run-001_bold.json
ICC113,2,1,D,2.0,2,False,False,0.61,485.0,150.6364748000633,moana,247.0,481.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC113/_referencetype_standard/_run_001_session_2_task_name_videos/sub-ICC113_ses-2_task-videos_dir-AP_run-001_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC113/ses-2/func/sub-ICC113_ses-2_task-videos_dir-AP_run-001_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC113/ses-2/func/sub-ICC113_ses-2_task-videos_dir-AP_run-001_bold.json
ICC113,1,2,B,1.0,2,False,False,0.61,485.0,8.81420399993658,bathsong,14.0,248.0,234.0,/lustre/disk/home/shared/cusacklab/foundcog/bids/derivatives/normalized_to_common_space/_subject_id_ICC113/_referencetype_standard/_run_002_session_1_task_name_videos/sub-ICC113_ses-1_task-videos_dir-AP_run-002_bold_mcf_corrected_flirt.nii.gz,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC113/ses-1/func/sub-ICC113_ses-1_task-videos_dir-AP_run-002_events.tsv,/lustre/disk/home/shared/cusacklab/foundcog/bids/sub-ICC113/ses-1/func/sub-ICC113_ses-1_task-videos_dir-AP_run-002_bold.json
